PR,Paran√°
PR,Paran√°,Curitiba
PR,Paran√°,S„o JosÈ dos Pinhais,Moradias Trevisan
PR,Paran√°,S„o JosÈ dos Pinhais,Nc Del Rey
PR,Paran√°,S„o JosÈ dos Pinhais,Nova Costeira
PR,Paran√°,S„o JosÈ dos Pinhais,Nuc Ind Afonso Pena
PR,Paran√°,S„o JosÈ dos Pinhais,Nucleo r Ipe
PR,Paran√°,S„o JosÈ dos Pinhais,N˙cleo Res Del Rey
PR,Paran√°,S„o JosÈ dos Pinhais,Ouro Fino
PR,Paran√°,S„o JosÈ dos Pinhais,Ouro Preto
PR,Paran√°,S„o JosÈ dos Pinhais,Palmira
PR,Paran√°,S„o JosÈ dos Pinhais,Paran·
PR,Paran√°,S„o JosÈ dos Pinhais,Parque da Fonte
PR,Paran√°,S„o JosÈ dos Pinhais,Pedro Moro
PR,Paran√°,S„o JosÈ dos Pinhais,Pl Araguari
PR,Paran√°,S„o JosÈ dos Pinhais,Pl Lucy
PR,Paran√°,S„o JosÈ dos Pinhais,Pl Nemari I
PR,Paran√°,S„o JosÈ dos Pinhais,Pl Quississana
PR,Paran√°,S„o JosÈ dos Pinhais,Pl Santa Fe
PR,Paran√°,S„o JosÈ dos Pinhais,Planta AngÈlica
PR,Paran√°,S„o JosÈ dos Pinhais,Planta da Leonor
PR,Paran√°,S„o JosÈ dos Pinhais,Planta Quississama
PR,Paran√°,S„o JosÈ dos Pinhais,Planta Quississana
PR,Paran√°,S„o JosÈ dos Pinhais,Quississana
PR,Paran√°,S„o JosÈ dos Pinhais,R Pequeno
PR,Paran√°,S„o JosÈ dos Pinhais,Riacho Doce
PR,Paran√°,S„o JosÈ dos Pinhais,Rio Pequeno
PR,Paran√°,S„o JosÈ dos Pinhais,Roseira
PR,Paran√°,S„o JosÈ dos Pinhais,s Cristivao
PR,Paran√°,S„o JosÈ dos Pinhais,s Cristovao
PR,Paran√°,S„o JosÈ dos Pinhais,s Cristovao b Iguacu
PR,Paran√°,S„o JosÈ dos Pinhais,s Domingos
PR,Paran√°,S„o JosÈ dos Pinhais,s Marcos
PR,Paran√°,S„o JosÈ dos Pinhais,s Motta
PR,Paran√°,S„o JosÈ dos Pinhais,s Pedro
PR,Paran√°,S„o JosÈ dos Pinhais,S Terezinha
PR,Paran√°,S„o JosÈ dos Pinhais,Santa Tereza
PR,Paran√°,S„o JosÈ dos Pinhais,Sao Cristovao
PR,Paran√°,S„o JosÈ dos Pinhais,Sao Domingos
PR,Paran√°,S„o JosÈ dos Pinhais,Sao Marcos
PR,Paran√°,S„o JosÈ dos Pinhais,Sao Pedro
PR,Paran√°,S„o JosÈ dos Pinhais,SAO PEDRO/CARIOCA
PR,Paran√°,S„o JosÈ dos Pinhais,Sao Sebastiao
PR,Paran√°,S„o JosÈ dos Pinhais,Sem Bairro
PR,Paran√°,S„o JosÈ dos Pinhais,Silveira Motta
PR,Paran√°,S„o JosÈ dos Pinhais,Silveura Da Motta
PR,Paran√°,S„o JosÈ dos Pinhais,SÌtio Cercado
PR,Paran√°,S„o JosÈ dos Pinhais,Sto AndrÈ
PR,Paran√°,S„o JosÈ dos Pinhais,Tatuquara
PR,Paran√°,S„o JosÈ dos Pinhais,VI Braga
PR,Paran√°,S„o JosÈ dos Pinhais,Vila Bordim
PR,Paran√°,S„o JosÈ dos Pinhais,Vila Concordia
PR,Paran√°,S„o JosÈ dos Pinhais,Vila Heitor
PR,Paran√°,S„o JosÈ dos Pinhais,Vila In·
PR,Paran√°,S„o JosÈ dos Pinhais,Vila Jurema
PR,Paran√°,S„o JosÈ dos Pinhais,Vila Margarida
PR,Paran√°,S„o JosÈ dos Pinhais,Vila Maria Elizabeth
PR,Paran√°,S„o JosÈ dos Pinhais,Vila Martins
PR,Paran√°,S„o JosÈ dos Pinhais,Vila Ns Fatima
PR,Paran√°,S„o JosÈ dos Pinhais,Vila Palmira
PR,Paran√°,S„o JosÈ dos Pinhais,Vila Rocco
PR,Paran√°,S„o JosÈ dos Pinhais,Vila Rocco I
PR,Paran√°,S„o JosÈ dos Pinhais,Vila Rocco II
PR,Paran√°,S„o JosÈ dos Pinhais,Vila S„o Pedro
PR,Paran√°,S„o JosÈ dos Pinhais,Vila TrÍs Marias
PR,Paran√°,S„o JosÈ dos Pinhais,Vl Braga
PR,Paran√°,S„o JosÈ dos Pinhais,Vl Maria OlÌmpia
PR,Paran√°,S„o JosÈ dos Pinhais,Vl Roseli
PR,Paran√°,S„o JosÈ dos Pinhais,Vl Soraia
PR,Paran√°,S„o JosÈ dos Pinhais,Zaniolo
PR,Paran√°,S„o Judas Tadeu - Santo AntÙnio do ParaÌso
PR,Paran√°,S„o LourenÁo - Cianorte
PR,Paran√°,S„o LourenÁo - S„o Jo„o do Triunfo
PR,Paran√°,S„o LourenÁo - S„o Jo„o do Triunfo,Zona Rural
PR,Paran√°,S„o Luiz
PR,Paran√°,S„o Luiz,Jardim Luiz Alves Castro
PR,Paran√°,S„o Luiz,Sao Luiz
PR,Paran√°,S„o Luiz - Capanema
PR,Paran√°,S„o Luiz - Clevel‚ndia
PR,Paran√°,S„o Luiz - Marialva
PR,Paran√°,S„o Luiz D'Oeste
PR,Paran√°,S„o Luiz do Purun„
PR,Paran√°,S„o Manoel - Santa Maria do Oeste
PR,Paran√°,S„o Manoel do Paran·
PR,Paran√°,S„o Marcos - S„o JosÈ dos Pinhais
PR,Paran√°,S„o Marcos - S„o JosÈ dos Pinhais,Centro
PR,Paran√°,S„o Marcos - S„o JosÈ dos Pinhais,Jardim Aquarios
PR,Paran√°,S„o Marcos - S„o JosÈ dos Pinhais,Jardim Aquarius
PR,Paran√°,S„o Marcos - S„o JosÈ dos Pinhais,Miringuava
PR,Paran√°,S„o Martinho - Rol„ndia
PR,Paran√°,S„o Martinho - Rol„ndia,Jardim Ibicatu
PR,Paran√°,S„o Mateus do Sul
PR,Paran√°,S„o Mateus do Sul,Centro
PR,Paran√°,S„o Mateus do Sul,Paiol Grande
PR,Paran√°,S„o Mateus do Sul,Pinheiro
PR,Paran√°,S„o Mateus do Sul,Vila Amaral
PR,Paran√°,S„o Mateus do Sul,Vila Canoas
PR,Paran√°,S„o Mateus do Sul,Vila Palmeirinha
PR,Paran√°,S„o Mateus do Sul,Vila Prohmann
PR,Paran√°,S„o Mateus do Sul,Vila Promann
PR,Paran√°,S„o Mateus do Sul,Zona Rural
PR,Paran√°,S„o Miguel - Toledo
PR,Paran√°,S„o Miguel de CambuÌ
PR,Paran√°,S„o Miguel de CambuÌ,Cambui i
PR,Paran√°,S„o Miguel do IguaÁu
PR,Paran√°,S„o Miguel do IguaÁu,Aurora do IguaÁ˙
PR,Paran√°,S„o Miguel do IguaÁu,Centro
PR,Paran√°,S„o Miguel do IguaÁu,Conjunto Panorama
PR,Paran√°,S„o Miguel do IguaÁu,Floresta
PR,Paran√°,S„o Miguel do IguaÁu,Linha Cacique
PR,Paran√°,S„o Miguel do IguaÁu,Linha Piazza
PR,Paran√°,S„o Miguel do IguaÁu,Parque Industrial
PR,Paran√°,S„o Miguel do IguaÁu,Sag CoraÁ„o de Jesus
PR,Paran√°,S„o Pedro - 4
PR,Paran√°,S„o Pedro - Manoel Ribas
PR,Paran√°,S„o Pedro - Missal
PR,Paran√°,S„o Pedro da Taquara
PR,Paran√°,S„o Pedro do IguaÁu
PR,Paran√°,S„o Pedro do IguaÁu,Centro
PR,Paran√°,S„o Pedro do IvaÌ
PR,Paran√°,S„o Pedro do IvaÌ,Centro
PR,Paran√°,S„o Pedro do IvaÌ,Cjh VirgÌnio Seco
PR,Paran√°,S„o Pedro do IvaÌ,Zona Rural
PR,Paran√°,S„o Pedro do Paran·
PR,Paran√°,S„o Pedro do Paran·,Centro
PR,Paran√°,S„o Pedro Florido
PR,Paran√°,S„o Pio X - Francisco Beltr„o
PR,Paran√°,S„o Roque - Dois Vizinhos
PR,Paran√°,S„o Roque - Pato Branco
PR,Paran√°,S„o Roque - Pato Branco,Centro
PR,Paran√°,S„o Roque - Pato Branco,s Roque Chopim
PR,Paran√°,S„o Roque - Paulo Frontin
PR,Paran√°,S„o Roque - Realeza
PR,Paran√°,S„o Roque - Santa Helena
PR,Paran√°,S„o Roque do Pinhal
PR,Paran√°,S„o Salvador - Ampere
PR,Paran√°,S„o Sebasti„o
PR,Paran√°,S„o Sebasti„o - Coronel Vivida
PR,Paran√°,S„o Sebasti„o - Missal
PR,Paran√°,S„o Sebasti„o - Vera Cruz do Oeste
PR,Paran√°,S„o Sebasti„o da Amoreira
PR,Paran√°,S„o Sebasti„o da Amoreira,Alvorada ii
PR,Paran√°,S„o Sebasti„o da Amoreira,Centro
PR,Paran√°,S„o Sebasti„o da Amoreira,Gleba Americano
PR,Paran√°,S„o Sebasti„o da Amoreira,Jardim Alvorada ii
PR,Paran√°,S„o Sebasti„o da Amoreira,Ouro Verde
PR,Paran√°,S„o Sebasti„o da Bela Vista
PR,Paran√°,S„o Silvestre - Cruzeiro do Oeste
PR,Paran√°,S„o TomÈ
PR,Paran√°,S„o Vicente - Araruna
PR,Paran√°,SapÈ - Tomazina
PR,Paran√°,Sapopema
PR,Paran√°,Sapopema,Carreiros
PR,Paran√°,Sapopema,Centro
PR,Paran√°,Sapopema,Jardim Alto Alegre
PR,Paran√°,Sapopema,Jardim Ideal
PR,Paran√°,Sapopema,Jardim Novo Horizonte
PR,Paran√°,Sapopema,Lageado Liso
PR,Paran√°,Sapopema,Vila Alto Alegre
PR,Paran√°,Sapopema,Zona Rural
PR,Paran√°,Sarandi
PR,Paran√°,Sarandi,Centro
PR,Paran√°,Sarandi,Conjunto Floresta
PR,Paran√°,Sarandi,J IndependÍncia
PR,Paran√°,Sarandi,Jardim BelÈm
PR,Paran√°,Sarandi,Jardim CalifÛrnia
PR,Paran√°,Sarandi,Jardim Castelo
PR,Paran√°,Sarandi,Jardim Cometa
PR,Paran√°,Sarandi,Jardim das Flores
PR,Paran√°,Sarandi,Jardim das Torres
PR,Paran√°,Sarandi,Jardim Dom Bosco
PR,Paran√°,Sarandi,Jardim Escala
PR,Paran√°,Sarandi,Jardim Esperanca
PR,Paran√°,Sarandi,Jardim EsperanÁa III
PR,Paran√°,Sarandi,Jardim Esplanada
PR,Paran√°,Sarandi,Jardim Europa
PR,Paran√°,Sarandi,Jardim Gralha Azul
PR,Paran√°,Sarandi,Jardim Independencia
PR,Paran√°,Sarandi,Jardim IndependÍncia Ii
PR,Paran√°,Sarandi,Jardim Independencia III
PR,Paran√°,Sarandi,Jardim Itamaraty
PR,Paran√°,Sarandi,Jardim Nova IndependÍncia
PR,Paran√°,Sarandi,Jardim Nova Paulista
PR,Paran√°,Sarandi,Jardim Novo Panorama
PR,Paran√°,Sarandi,Jardim Panorama
PR,Paran√°,Sarandi,Jardim Primaverao
PR,Paran√°,Sarandi,Jardim Universal
PR,Paran√°,Sarandi,Jardim Verao
PR,Paran√°,Sarandi,Jd Monterey
PR,Paran√°,Sarandi,Jd Ouro Preto
PR,Paran√°,Sarandi,Nova IndependÍncia
PR,Paran√°,Sarandi,Novo Panorama
PR,Paran√°,Sarandi,Parque Alva Mar
PR,Paran√°,Sarandi,Parque Alvamar
PR,Paran√°,Sarandi,Parque Industrial
PR,Paran√°,Sarandi,Parque Pioneiros
PR,Paran√°,Sarandi,Parque Residencial S
PR,Paran√°,Sarandi,Parque Sao Pedro
PR,Paran√°,Sarandi,Pq Alvamar II
PR,Paran√°,Sarandi,Pq Industrial I
PR,Paran√°,Sarandi,Pq Industrial IV
PR,Paran√°,Sarandi,Pqe Res Bom Pastor
PR,Paran√°,Sarandi,Resid S„o JosÈ
PR,Paran√°,Sarandi,Santa Tereza
PR,Paran√°,Sarandi,Sem Bairro
PR,Paran√°,Sarandi,Vale Azul
PR,Paran√°,Sarandi,Vera Cruz
PR,Paran√°,Saudade do IguaÁu
PR,Paran√°,Saudade do IguaÁu,Centro
PR,Paran√°,Saudade do IguaÁu,Loteamento Novo Fabris
PR,Paran√°,Sede Alvorada
PR,Paran√°,Sede do Posto IndÌgena IvaÌ
PR,Paran√°,Sede do Posto IndÌgena IvaÌ,Sede Indigna Ivai
PR,Paran√°,Sede Dom Carlos
PR,Paran√°,Sede Progresso - Vere
PR,Paran√°,Selva
PR,Paran√°,Selva,Patrim Selva
PR,Paran√°,Selva,Patrimonio Selva
PR,Paran√°,SengÈs
PR,Paran√°,SengÈs,Centro
PR,Paran√°,SengÈs,Distrito Industrial
PR,Paran√°,SengÈs,Jardim Bra˙na
PR,Paran√°,SengÈs,Jardim Eucalipito
PR,Paran√°,SengÈs,Ouro Verde
PR,Paran√°,SengÈs,Parque Industrial
PR,Paran√°,SengÈs,Sem Bairro
PR,Paran√°,SengÈs,Vila S„o Pedro
PR,Paran√°,Serra da Laranjeira
PR,Paran√°,Serra dos Dourados
PR,Paran√°,Serra Negra
PR,Paran√°,SerranÛpolis do IguaÁu
PR,Paran√°,Serrinha
PR,Paran√°,Sertaneja
PR,Paran√°,Sertaneja,¡gua da OnÁa
PR,Paran√°,Sertaneja,Centro
PR,Paran√°,Sertaneja,Jardim Primavera i
PR,Paran√°,Sertaneja,Zona Rural
PR,Paran√°,SertanÛpolis
PR,Paran√°,SertanÛpolis,Centro
PR,Paran√°,SertanÛpolis,Parque Industrial
PR,Paran√°,Sert„ozinho - Engenheiro Beltr„o
PR,Paran√°,Sete Barras
PR,Paran√°,Sete de Maio
PR,Paran√°,Shangril·
PR,Paran√°,Shangril·,Ipma II
PR,Paran√°,Silveiropolis
PR,Paran√°,Silviolandia
PR,Paran√°,Siqueira Campos
PR,Paran√°,Siqueira Campos,Alphaville
PR,Paran√°,Siqueira Campos,Boa Vista
PR,Paran√°,Siqueira Campos,Bom Jesus
PR,Paran√°,Siqueira Campos,Centro
PR,Paran√°,Siqueira Campos,NaÁıes
PR,Paran√°,Siqueira Campos,Parque Industrial
PR,Paran√°,Siqueira Campos,Ribeir„o Fartura
PR,Paran√°,Siqueira Campos,Urucaia Barra Mansa
PR,Paran√°,Siqueira Campos,Zona Rural
PR,Paran√°,Socav„o
PR,Paran√°,Socav„o,Centro
PR,Paran√°,Socav„o,Socav„o
PR,Paran√°,Socorro
PR,Paran√°,Subsede S„o Francisco
PR,Paran√°,Sulina
PR,Paran√°,Sulina,Centro
PR,Paran√°,SumarÈ
PR,Paran√°,SumarÈ,Distrito Industrial (SumarÈ)
PR,Paran√°,SumarÈ,Distrito SumarÈ
PR,Paran√°,SumarÈ,Moradias EucalÌpto
PR,Paran√°,SussuÌ - Engenheiro Beltr„o
PR,Paran√°,SussuÌ - Sab·udia
PR,Paran√°,Tabatinga
PR,Paran√°,Tabo„o
PR,Paran√°,Tabuleiro
PR,Paran√°,TagaÁaba
PR,Paran√°,TaiÛ
PR,Paran√°,Tamarana
PR,Paran√°,Tamarana,Barro Preto Bro
PR,Paran√°,Tamarana,Centro
PR,Paran√°,Tamarana,Enes Barbosa
PR,Paran√°,Tamarana,Jardim Juny
PR,Paran√°,Tamarana,Jardim Juny Tamarana
PR,Paran√°,Tamarana,Jardim Sebastiao Moura Tresse
PR,Paran√°,Tamarana,Manoel Batista Vieira
PR,Paran√°,Tamarana,Parque Industrial 1
PR,Paran√°,Tamarana,Tamarana
PR,Paran√°,Tamarana,Tamarana Pr
PR,Paran√°,Tamboara
PR,Paran√°,Tamboara,Centro
PR,Paran√°,Tamboara,Polo Industrial
PR,Paran√°,Tapejara
PR,Paran√°,Tapejara,¡rea Rural
PR,Paran√°,Tapejara,Centro
PR,Paran√°,Tapejara,Jd Panorama
PR,Paran√°,Tapira
PR,Paran√°,Taquara do Reino
PR,Paran√°,Taquara do Reino,Vila Rural
PR,Paran√°,Taquari - Campina Grande do Sul
PR,Paran√°,Taquari dos Polacos
PR,Paran√°,Taquaruna
PR,Paran√°,Taquaruna,PatrimÙnio do Taquaruna
PR,Paran√°,Tatujupi
PR,Paran√°,Teixeira Soares
PR,Paran√°,Teixeira Soares,Bom Retiro
PR,Paran√°,Teixeira Soares,Centro
PR,Paran√°,Teixeira Soares,Parque Cidade Nova
PR,Paran√°,Teixeira Soares,Vila Nova
PR,Paran√°,Teixeira Soares,Zona Rural
PR,Paran√°,TelÍmaco Borba
PR,Paran√°,TelÍmaco Borba,Aeroporto
PR,Paran√°,TelÍmaco Borba,Alto Oliveiras
PR,Paran√°,TelÍmaco Borba,Ana Mary
PR,Paran√°,TelÍmaco Borba,Area 01
PR,Paran√°,TelÍmaco Borba,Area 02
PR,Paran√°,TelÍmaco Borba,¡rea 03
PR,Paran√°,TelÍmaco Borba,¡rea 04
PR,Paran√°,TelÍmaco Borba,¡rea 06
PR,Paran√°,TelÍmaco Borba,¡rea 07
PR,Paran√°,TelÍmaco Borba,¡rea 07 - Limeira
PR,Paran√°,TelÍmaco Borba,¡rea 08
PR,Paran√°,TelÍmaco Borba,Bela V do ParaÌso
PR,Paran√°,TelÍmaco Borba,Bela Visanta ParaÌso
PR,Paran√°,TelÍmaco Borba,Bela Vista
PR,Paran√°,TelÍmaco Borba,Bom Jesus
PR,Paran√°,TelÍmaco Borba,Centro
PR,Paran√°,TelÍmaco Borba,Distr Ind Tri‚ngulo
PR,Paran√°,TelÍmaco Borba,Distr Industrial
PR,Paran√°,TelÍmaco Borba,Distrito Industrial
PR,Paran√°,TelÍmaco Borba,Faz Limeira
PR,Paran√°,TelÍmaco Borba,Fazenda Limeira
PR,Paran√°,TelÍmaco Borba,Jardim Adriane
PR,Paran√°,TelÍmaco Borba,Jardim Alegre
PR,Paran√°,TelÍmaco Borba,Jardim Alvorada
PR,Paran√°,TelÍmaco Borba,Jardim Bom Jesus
PR,Paran√°,TelÍmaco Borba,Jardim Bonavila
PR,Paran√°,TelÍmaco Borba,Jardim Europa
PR,Paran√°,TelÍmaco Borba,Jardim It·lia
PR,Paran√°,TelÍmaco Borba,Jardim Kroll
PR,Paran√°,TelÍmaco Borba,Jardim Kroll I
PR,Paran√°,TelÍmaco Borba,Jardim Kroll II
PR,Paran√°,TelÍmaco Borba,Jardim Lacerda II
PR,Paran√°,TelÍmaco Borba,Jardim Margarida
PR,Paran√°,TelÍmaco Borba,Jardim Monte Carlo
PR,Paran√°,TelÍmaco Borba,Jardim Recanto Feliz
PR,Paran√°,TelÍmaco Borba,Jardim S„o FÈlix
PR,Paran√°,TelÍmaco Borba,Jardim S„o Rafael
PR,Paran√°,TelÍmaco Borba,Jardim Sao Silvestre
PR,Paran√°,TelÍmaco Borba,Jardim Uni„o
PR,Paran√°,TelÍmaco Borba,Limeira Area 7
PR,Paran√°,TelÍmaco Borba,Loteamento Por do Sol
PR,Paran√°,TelÍmaco Borba,Macopa
PR,Paran√°,TelÍmaco Borba,Mdas Rio Alegre
PR,Paran√°,TelÍmaco Borba,Monte Carlo
PR,Paran√°,TelÍmaco Borba,N Sra F·tima
PR,Paran√°,TelÍmaco Borba,Nossa Sra PerpÈtuo Socorr
PR,Paran√°,TelÍmaco Borba,Nossa Sra PerpÈtuo Socorro
PR,Paran√°,TelÍmaco Borba,Ns de F·tima
PR,Paran√°,TelÍmaco Borba,Ns PerpÈtuo Socorro
PR,Paran√°,TelÍmaco Borba,Nsa de F·tima
PR,Paran√°,TelÍmaco Borba,Nuc Bandeirantes
PR,Paran√°,TelÍmaco Borba,Parque Limeira ¡rea 02
PR,Paran√°,TelÍmaco Borba,Parque Limeira ¡rea 06
PR,Paran√°,TelÍmaco Borba,Parque Limeira ¡rea 07
PR,Paran√°,TelÍmaco Borba,Parque Limeira-Area 10
PR,Paran√°,TelÍmaco Borba,S Francisco de Assis
PR,Paran√°,TelÍmaco Borba,S Jo„o
PR,Paran√°,TelÍmaco Borba,S Luiz
PR,Paran√°,TelÍmaco Borba,S Vicente de Paula
PR,Paran√°,TelÍmaco Borba,S„o Jo„o
PR,Paran√°,TelÍmaco Borba,S„o Luiz
PR,Paran√°,TelÍmaco Borba,S„o Roque
PR,Paran√°,TelÍmaco Borba,Socomim
PR,Paran√°,TelÍmaco Borba,Vila Ana Mari
PR,Paran√°,TelÍmaco Borba,Vila Arcina
PR,Paran√°,TelÍmaco Borba,Vila Castro
PR,Paran√°,TelÍmaco Borba,Vila Cristina
PR,Paran√°,TelÍmaco Borba,Vila EsperanÁa
PR,Paran√°,TelÍmaco Borba,Vila Gomes
PR,Paran√°,TelÍmaco Borba,Vila Izabel
PR,Paran√°,TelÍmaco Borba,Vila Limeira ¡rea 10
PR,Paran√°,TelÍmaco Borba,Vila Monte Belo
PR,Paran√°,TelÍmaco Borba,Vila OzÛrio
PR,Paran√°,TelÍmaco Borba,Vila Rosa
PR,Paran√°,TelÍmaco Borba,Vila S Francisco Assis
PR,Paran√°,TelÍmaco Borba,Vila Santa Rita
PR,Paran√°,TelÍmaco Borba,Vila Sao Francisco
PR,Paran√°,TelÍmaco Borba,Vila S„o Jo„o
PR,Paran√°,TelÍmaco Borba,Vila S„o JosÈ
PR,Paran√°,TelÍmaco Borba,Vila Siqueira
PR,Paran√°,TelÍmaco Borba,Zona Rural
PR,Paran√°,Teresa Cristina
PR,Paran√°,Terra Boa
PR,Paran√°,Terra Boa,Centro
PR,Paran√°,Terra Boa,Parque Industrial
PR,Paran√°,Terra Boa,Zona Rural
PR,Paran√°,Terra Nova - S„o Jeronimo da Serra
PR,Paran√°,Terra Nova do PiquirÌ
PR,Paran√°,Terra Nova do PiquirÌ,Centro
PR,Paran√°,Terra Rica
PR,Paran√°,Terra Rica,Centro
PR,Paran√°,Terra Rica,Sem Bairro
PR,Paran√°,Terra Roxa
PR,Paran√°,Terra Roxa,Centro
PR,Paran√°,Terra Roxa,Moradis Trigais
PR,Paran√°,Terra Roxa,Multirao iii
PR,Paran√°,Terra Roxa,Mutirao ii
PR,Paran√°,Terra Roxa,Rainha Apostolos
PR,Paran√°,Terra Roxa,Sem Bairro
PR,Paran√°,Tibagi
PR,Paran√°,Tibagi,Centro
PR,Paran√°,Tibagi,Cj Bom Pastor
PR,Paran√°,Tibagi,Faz Fortuna
PR,Paran√°,Tibagi,Jardim Santa Rita
PR,Paran√°,Tibagi,Sagrada FamÌlia
PR,Paran√°,Tibagi,Santa Paula
PR,Paran√°,Tibagi,Sem Bairro
PR,Paran√°,Tibagi,Tibagi
PR,Paran√°,Tibagi,Zona Rural
PR,Paran√°,TietÍ
PR,Paran√°,Tijucas do Sul
PR,Paran√°,Tijucas do Sul,Centro
PR,Paran√°,Tijucas do Sul,Rio do Una
PR,Paran√°,Tijucas do Sul,Sem Bairro
PR,Paran√°,Toledo
PR,Paran√°,Toledo,Boa EsperanÁa
PR,Paran√°,Toledo,Centro
PR,Paran√°,Toledo,CÈsar Park
PR,Paran√°,Toledo,Cj Hab Brit‚nea
PR,Paran√°,Toledo,Cj Habitacional S„o Franc
PR,Paran√°,Toledo,Cj Habitacional S„o Francisco
PR,Paran√°,Toledo,Conjunto Cohapar
PR,Paran√°,Toledo,Conjunto Habitacional S„o Fran
PR,Paran√°,Toledo,Conjunto Residencial Rossani
PR,Paran√°,Toledo,Coopagro
PR,Paran√°,Toledo,Fogotti
PR,Paran√°,Toledo,Incubadora Industrial
PR,Paran√°,Toledo,IndependÍncia
PR,Paran√°,Toledo,Jardim Alta Floresta
PR,Paran√°,Toledo,Jardim Alto Alegre
PR,Paran√°,Toledo,Jardim Bandeirantes
PR,Paran√°,Toledo,Jardim Bressan
PR,Paran√°,Toledo,Jardim Carelli
PR,Paran√°,Toledo,Jardim Concordia
PR,Paran√°,Toledo,Jardim Coopagro
PR,Paran√°,Toledo,Jardim Corcordia
PR,Paran√°,Toledo,Jardim Europa
PR,Paran√°,Toledo,Jardim Europa America
PR,Paran√°,Toledo,Jardim FiladÈlpia
PR,Paran√°,Toledo,Jardim Gisela
PR,Paran√°,Toledo,Jardim IndependÍncia
PR,Paran√°,Toledo,Jardim Panambi
PR,Paran√°,Toledo,Jardim Pancera
PR,Paran√°,Toledo,Jardim Panorama
PR,Paran√°,Toledo,Jardim Paran·
PR,Paran√°,Toledo,Jardim Parigot
PR,Paran√°,Toledo,Jardim Parizzotto
PR,Paran√°,Toledo,Jardim Pasqualli
PR,Paran√°,Toledo,Jardim Paulista
PR,Paran√°,Toledo,Jardim Planalto
PR,Paran√°,Toledo,Jardim Porto Alegre
PR,Paran√°,Toledo,Jardim Santa Maria
PR,Paran√°,Toledo,Jardim Social
PR,Paran√°,Toledo,Jd AmÈrica
PR,Paran√°,Toledo,Jd An·polis
PR,Paran√°,Toledo,Jd La Salle
PR,Paran√°,Toledo,Jd Recanto
PR,Paran√°,Toledo,Nilton A De Castro Ar
PR,Paran√°,Toledo,Pacaembu
PR,Paran√°,Toledo,Panorama
PR,Paran√°,Toledo,Parque Industrial
PR,Paran√°,Toledo,Parque Residencial Gisela
PR,Paran√°,Toledo,Parque Residencial Pancera
PR,Paran√°,Toledo,Pinheirinho
PR,Paran√°,Toledo,Residencial Santa Clara
PR,Paran√°,Toledo,S/B
PR,Paran√°,Toledo,Sem Bairro
PR,Paran√°,Toledo,Vila Becker
PR,Paran√°,Toledo,Vila Brasil
PR,Paran√°,Toledo,Vila Industrial
PR,Paran√°,Toledo,Vila Oper·ria
PR,Paran√°,Toledo,Vila Panorama
PR,Paran√°,Toledo,Vila Pioneiro
PR,Paran√°,Toledo,Walter Fontana
PR,Paran√°,Toledo,Zona Rural
PR,Paran√°,Tomazina
PR,Paran√°,Tomazina,Centro
PR,Paran√°,Tomazina,Jardim Sto InocÍncio
PR,Paran√°,Tomazina,Sem Bairro
PR,Paran√°,TrÍs Barras do Paran·
PR,Paran√°,TrÍs Barras do Paran·,Centro
PR,Paran√°,TrÍs Bicos
PR,Paran√°,TrÍs Placas - Ubirat„ 
PR,Paran√°,TrÍs Vendas - Perola
PR,Paran√°,Trevo
PR,Paran√°,Tri‚ngulo
PR,Paran√°,Trigol‚ndia - PiÍn 
PR,Paran√°,Trigol‚ndia - PiÍn ,Trigol‚ndia
PR,Paran√°,Triol‚ndia
PR,Paran√°,Tronco - Castro
PR,Paran√°,Tronco - Castro,Tronco
PR,Paran√°,Tronco - Castro,Zona Rural
PR,Paran√°,Tunas do Paran·
PR,Paran√°,Tunas do Paran·,Alto
PR,Paran√°,Tunas do Paran·,Centro
PR,Paran√°,Tunas do Paran·,Granja
PR,Paran√°,Tuneiras do Oeste
PR,Paran√°,Tuneiras do Oeste,Central
PR,Paran√°,Tuneiras do Oeste,Centro
PR,Paran√°,Tup„ssi
PR,Paran√°,Tup„ssi,Arlindo Dadalt
PR,Paran√°,Tupinamb·
PR,Paran√°,Turvo
PR,Paran√°,Turvo,Centro
PR,Paran√°,Turvo,Jardim VitÛria
PR,Paran√°,Turvo,Parque Industrial
PR,Paran√°,Ubaldino Taques
PR,Paran√°,Uba˙na
PR,Paran√°,Ubirat„
PR,Paran√°,Ubirat„,Centro
PR,Paran√°,Ubirat„,Jardim Petrica
PR,Paran√°,Umuarama
PR,Paran√°,Umuarama,28 Outubro
PR,Paran√°,Umuarama,Alto S„o Francisco
PR,Paran√°,Umuarama,Centro
PR,Paran√°,Umuarama,Cj Guarani III
PR,Paran√°,Umuarama,Cj Res Ouro Branco
PR,Paran√°,Umuarama,Jardim Alto da Boa Vista
PR,Paran√°,Umuarama,Jardim Alvorada
PR,Paran√°,Umuarama,Jardim AmÈrica
PR,Paran√°,Umuarama,Jardim AratimbÛ
PR,Paran√°,Umuarama,Jardim Beira Rio
PR,Paran√°,Umuarama,Jardim Birigui
PR,Paran√°,Umuarama,Jardim Colibri
PR,Paran√°,Umuarama,Jardim Cruzeiro
PR,Paran√°,Umuarama,Jardim Dos PrincÌpes
PR,Paran√°,Umuarama,Jardim Europa
PR,Paran√°,Umuarama,Jardim Iguacu
PR,Paran√°,Umuarama,Jardim Imperial i
